id,rdnm,store_code, mon_sales , mon_sales_count ,weekdays_sales_rate,weekend_sales_rate,weekdays_sales_coount,weekend_sales_count,breakfast(06~11),lunch(11~17),dinner(17~06),men_sales_rate,women_sales_rate
4925,동광로39길,제과제빵떡케익,110475235,4184,3614,86,3614,570,7,62,31,30,70
4926,동광로39길,커피점/카페,245489857,11800,31,69,7812,3988,3,65,32,37,63
4927,동광로39길,유흥주점,63813775,967,19,81,745,222,0,0,100,82,18
4928,동산로10길,한식,265572307,9514,20,80,7833,1681,1,47,52,73,27
4929,동산로10길,중식,91920715,3995,34,66,2626,1369,2,62,36,62,38
4930,동산로10길,분식,83495946,6224,9,91,5613,611,11,52,37,45,55
4931,동산로10길,패스트푸드점,14439919,689,19,82,537,152,4,28,68,47,53
4932,동산로10길,닭/오리요리,21379032,861,53,47,422,439,0,28,72,55,46
4933,동산로10길,커피점/카페,107301518,19288,29,71,13794,5494,14,61,25,46,54
4934,동산로10길,유흥주점,18818406,443,14,87,380,63,-1,0,101,73,27
4935,동산로19길,한식,1167511307,61829,8,92,54015,7814,5,65,30,72,29
4936,동산로19길,양식,38697027,1026,14,86,883,143,-1,54,47,37,64
4937,동산로19길,커피점/카페,261685806,27591,19,81,22401,5190,10,65,25,50,50
4938,동산로19길,유흥주점,34071292,836,7,93,781,55,0,52,48,92,8
4939,방배천로4안길,한식,846981138,28730,86,86,24370,4360,1,65,34,63,37
4940,방배천로4안길,중식,210511652,10190,64,64,6575,3615,0,61,39,65,35
4941,방배천로4안길,일식/수산물,328853166,8789,32,68,6019,2770,0,44,56,55,45
4942,방배천로4안길,양식,75354454,2715,73,73,2088,627,-1,36,65,40,60
4943,방배천로4안길,분식,169031540,9918,76,76,7249,2669,-1,64,37,52,48
4944,방배천로4안길,패스트푸드점,10485170,1696,83,83,1385,311,5,60,35,57,44
4945,방배천로4안길,닭/오리요리,102310045,4453,67,67,2976,1477,-1,5,96,57,43
4946,방배천로4안길,제과제빵떡케익,29940600,2055,36,64,1318,737,3,51,46,20,80
4947,방배천로4안길,커피점/카페,213938619,27981,70,70,19937,8044,13,57,30,38,62
4948,방배천로4안길,유흥주점,119972413,5815,67,67,3874,1941,3,42,55,49,51
4949,마방로2길,한식,1714251364,36783,11,89,31567,5216,0,71,29,67,33
4950,마방로2길,일식/수산물,92421090,1477,1380,93,1380,97,-1,60,41,53,47
4951,마방로2길,양식,332995022,12266,18,82,9406,2860,0,48,52,58,42
4952,마방로2길,분식,158259948,7989,25,75,5967,2022,0,49,51,46,55
4953,마방로2길,닭/오리요리,494095835,12170,20,80,8646,3524,0,17,83,67,33
4954,마방로2길,커피점/카페,872655964,102367,24,76,75135,27232,20,54,26,47,53
4955,마방로2길,유흥주점,38387747,692,22,79,541,151,-1,6,95,82,18
4956,바우뫼로39길,한식,1927153447,46526,8,92,41551,4975,3,69,28,67,33
4957,바우뫼로39길,양식,40349667,962,43,57,549,413,0,15,85,52,48
4958,바우뫼로39길,분식,125813547,12546,16,84,10355,2191,5,46,49,53,47
4959,바우뫼로39길,닭/오리요리,70525496,3035,38,62,1876,1159,0,14,86,62,38
4960,바우뫼로39길,커피점/카페,327262251,43025,16,84,36245,6780,17,57,26,55,45
4961,바우뫼로39길,유흥주점,19515667,349,6,94,329,20,0,0,100,73,27
4962,반포대로9길,한식,527718713,16360,10,90,14407,1953,0,69,31,60,40
4963,반포대로9길,중식,119562023,5765,30,70,4057,1708,-1,67,34,63,37
4964,반포대로9길,양식,709078680,11293,38,62,6937,4356,0,50,50,42,58
4965,반포대로9길,분식,134761535,13925,18,82,10679,3246,3,63,34,54,46
4966,반포대로9길,패스트푸드점,32934562,2601,32,68,1760,841,0,39,61,56,44
4967,반포대로9길,닭/오리요리,77269129,2791,38,62,1652,1139,-1,14,87,49,51
4968,반포대로9길,제과제빵떡케익,14743889,1945,1577,81,1577,368,21,57,22,31,69
4969,반포대로9길,커피점/카페,145728648,22703,19,81,18341,4362,18,70,12,38,62
4970,방배로18길,한식,254142275,8068,20,80,6443,1625,0,48,52,62,38
4971,방배로18길,양식,17633077,1399,3,97,1365,34,-1,86,15,68,32
4972,방배로18길,커피점/카페,101421999,14068,15,85,10559,3509,18,62,20,49,51
4973,방배로35길,한식,1691120528,58822,18,82,47106,11716,1,61,38,65,35
4974,방배로35길,중식,263351921,6152,41,59,3712,2440,1,53,46,56,44
4975,방배로35길,일식/수산물,654981472,21035,15820,74,15820,5215,0,58,42,53,47
4976,방배로35길,분식,90445130,9937,7,93,8614,1323,7,64,29,42,58
4977,방배로35길,커피점/카페,93642495,10907,22,78,9915,992,11,67,22,60,41
4978,방배로35길,유흥주점,285619318,4085,22,78,3389,696,0,14,86,71,29
4979,방배로42길,한식,175165163,5178,29,71,3673,1505,-1,58,43,57,43
4980,방배로42길,일식/수산물,150855080,2289,1866,82,1866,423,1,59,40,50,50
4981,방배로42길,양식,124895704,670,55,45,284,386,0,16,84,42,58
4982,방배로42길,분식,97532101,911,13,87,787,124,4,84,12,13,87
4983,방배로42길,패스트푸드점,32269755,1027,42,58,788,239,0,51,49,53,47
4984,방배로42길,제과제빵떡케익,81294940,6457,3759,58,3759,2698,9,79,12,33,67
4985,방배로42길,커피점/카페,293488712,33089,25,75,24769,8320,21,52,27,46,54
4986,방배로42길,유흥주점,27643226,111,7,93,101,10,0,0,100,100,0
4987,사임당로17길,한식,1600274720,55735,18,82,44838,10897,0,68,32,64,36
4988,사임당로17길,일식/수산물,224343646,4299,2648,62,2648,1651,0,59,41,55,46
4989,사임당로17길,양식,105991453,10618,19,81,8592,2026,-1,58,43,40,60
4990,사임당로17길,분식,332627254,12177,28,72,8825,3352,1,51,48,41,60
4991,사임당로17길,닭/오리요리,54037562,3535,33,67,2374,1161,0,28,72,51,49
4992,사임당로17길,커피점/카페,200945394,38814,19,81,29985,8829,15,64,21,50,50
4993,사임당로17길,유흥주점,19029044,168,15,85,136,32,0,0,100,60,40
4994,사평대로22길,한식,1512956519,39661,22,78,31196,8465,0,47,53,56,44
4995,사평대로22길,중식,98704314,1560,27,73,1139,421,0,49,51,67,33
4996,사평대로22길,일식/수산물,605017775,21033,15123,70,15123,5910,0,59,41,54,46
4997,사평대로22길,양식,2192623262,22466,32,68,15042,7424,2,32,66,53,47
4998,사평대로22길,분식,260056635,19696,19,81,15793,3903,1,68,31,50,50
4999,사평대로22길,패스트푸드점,210383384,6364,39,61,3882,2482,14,72,14,30,70
5000,사평대로22길,제과제빵떡케익,1139663439,73095,48381,63,48381,24714,8,56,36,34,66
5001,사평대로22길,커피점/카페,293383879,24828,26,75,17806,7022,7,60,33,49,51
5002,사평대로22길,유흥주점,609250684,8083,30,70,5504,2579,1,3,96,73,27
5003,사평대로26길,한식,2071546579,31728,14,86,26003,5725,3,54,43,55,45
5004,사평대로26길,일식/수산물,99835944,1436,1291,90,1291,145,0,60,40,48,52
5005,사평대로26길,양식,248936351,2940,25,75,2175,765,-1,8,93,66,34
5006,사평대로26길,닭/오리요리,32628090,548,7,93,510,38,0,0,100,78,22
5007,사평대로26길,커피점/카페,608167801,76825,26,74,53036,23789,8,78,14,31,69
5008,사평대로26길,유흥주점,1784184258,21358,31,69,14912,6446,0,2,98,75,25
5009,사평대로57길,한식,311069326,15097,12,88,13202,1895,0,62,38,63,37
5010,사평대로57길,커피점/카페,290981537,35051,28,72,26308,8743,0,55,45,46,54
5011,서초대로15길,한식,142449555,5269,8,92,4844,425,4,76,20,63,37
5012,서초대로15길,양식,10793819,1872,47,54,1004,868,20,74,6,50,51
5013,서초대로15길,분식,62623470,3885,20,80,2688,1197,19,74,7,48,52
5014,서초대로15길,닭/오리요리,41090692,1617,37,63,1011,606,0,7,93,65,35
5015,서초대로15길,커피점/카페,6132011,725,2,98,711,14,11,84,5,64,36
5016,서초대로15길,유흥주점,5623595,40,18,83,33,7,-1,33,68,100,0
5017,서초대로23길,한식,1076571899,36285,12,88,29453,6832,4,66,30,58,43
5018,서초대로23길,일식/수산물,157229965,4719,4548,97,4548,171,-1,70,31,51,50
5019,서초대로23길,양식,573222826,29759,24,76,23137,6622,2,62,36,49,51
5020,서초대로23길,분식,204516832,16515,9,91,14707,1808,4,66,30,57,43
5021,서초대로23길,패스트푸드점,69737896,2356,41,59,1378,978,0,38,62,47,53
5022,서초대로23길,닭/오리요리,21440196,968,40,61,583,385,-1,21,80,50,50
5023,서초대로23길,제과제빵떡케익,454467536,50693,39271,78,39271,11422,17,45,38,40,60
5024,서초대로23길,커피점/카페,709926184,108779,17,83,79989,28790,19,60,21,38,62
5025,서초대로23길,유흥주점,383509474,7842,18,82,5837,2005,0,1,99,77,23
5026,서초대로25길,한식,1686160086,58292,14,86,47679,10613,1,71,28,52,48
5027,서초대로25길,중식,247802622,10153,23,77,7860,2293,1,67,32,59,41
5028,서초대로25길,일식/수산물,335496501,8125,6731,85,6731,1394,1,56,43,49,52
5029,서초대로25길,양식,123968416,2893,36,64,1780,1113,0,81,19,34,66
5030,서초대로25길,분식,440350118,20824,14,86,17064,3760,3,77,20,54,46
5031,서초대로25길,패스트푸드점,610064936,23622,28,72,16094,7528,2,49,49,50,50
5032,서초대로25길,닭/오리요리,95564366,2986,30,70,2122,864,0,10,90,53,47
5033,서초대로25길,제과제빵떡케익,657376745,63312,46591,64,46591,16721,13,59,28,35,65
5034,서초대로25길,커피점/카페,833275268,111356,17,83,86406,24950,20,71,9,40,60
5035,서초대로25길,유흥주점,250118711,6524,26,74,4839,1685,0,0,100,62,39
5036,서초대로4길,한식,976867712,36617,16,84,28399,8218,3,54,43,60,41
5037,서초대로4길,일식/수산물,55581172,3153,2601,82,2601,552,0,56,44,53,47
5038,서초대로4길,분식,81481582,8169,18,82,6752,1417,17,52,31,46,54
5039,서초대로4길,패스트푸드점,91013058,2794,46,54,1509,1285,0,36,64,41,60
5040,서초대로4길,닭/오리요리,34780162,890,33,67,595,295,0,0,100,55,46
5041,서초대로4길,제과제빵떡케익,197701795,24256,16201,68,16201,8055,19,44,37,38,62
5042,서초대로4길,유흥주점,191023844,1989,10,90,1777,212,-1,27,74,73,27
5043,서초대로64길,한식,296725343,13524,13,87,11518,2006,0,73,27,53,47
5044,서초대로64길,중식,194764156,8731,24,76,6649,2082,1,63,36,70,30
5045,서초대로64길,일식/수산물,63733010,4179,3627,87,3627,552,0,72,28,56,44
5046,서초대로64길,제과제빵떡케익,590230818,35490,22220,61,22220,13270,22,54,24,38,62
5047,서초대로64길,커피점/카페,45517291,9329,1,99,9237,92,41,57,2,43,57
5048,신반포로45길,한식,844785940,32101,11,89,29326,2775,0,71,29,62,38
5049,신반포로45길,중식,129914904,6578,11,89,5820,758,1,68,31,70,31
5050,신반포로45길,양식,76763804,1781,0,100,1781,0,7,61,32,39,61
5051,신반포로45길,분식,143018365,9170,9,91,8370,800,14,61,25,72,28
5052,신반포로45길,패스트푸드점,16088274,416,0,100,416,0,0,86,14,23,78
5053,신반포로45길,닭/오리요리,206504258,8420,40,60,5047,3373,1,16,83,56,44
5054,신반포로45길,커피점/카페,126595219,15176,4,96,14361,815,5,88,7,38,63
5055,언남길,한식,246604093,7594,7,93,7156,438,0,76,24,76,24
5056,언남길,중식,385797631,16680,23,77,12852,3828,0,68,32,64,36
5057,언남길,일식/수산물,69734577,3942,3516,89,3516,426,1,71,28,63,38
5058,언남길,양식,81906201,2604,18,82,2145,459,0,51,49,44,56
5059,언남길,분식,110585063,6692,9,91,6060,632,6,72,22,85,15
5060,언남길,닭/오리요리,34478616,1653,28,72,1182,471,0,7,93,73,27
5061,언남길,제과제빵떡케익,23863344,2726,2411,88,2411,315,4,73,23,35,65
5062,언남길,커피점/카페,37381497,5616,9,91,5179,437,20,68,12,57,43
5063,주흥15길,한식,342776985,7691,20,80,6056,1635,2,28,70,63,37
5064,주흥15길,분식,67546626,3104,31,69,2127,977,0,6,94,58,42
5065,주흥15길,닭/오리요리,21188638,961,48,52,491,470,1,11,88,55,45
5066,주흥15길,커피점/카페,41543576,6896,33,67,5409,1487,11,63,26,59,41
5067,주흥15길,유흥주점,156027846,4866,22,78,3802,1064,1,0,99,58,42
5068,주흥길,한식,415113401,8115,11,89,7318,797,1,31,68,61,39
5069,주흥길,일식/수산물,1433589,60,54,90,54,6,0,0,100,38,63
5070,주흥길,커피점/카페,53440288,7985,21,79,6363,1622,10,58,32,51,49
5071,주흥길,유흥주점,118037115,2655,35,65,1831,824,2,0,98,60,41
5072,청두곶길,한식,281750775,9246,88,88,8280,966,1,60,39,60,41
5073,청두곶길,양식,182181794,4006,83,83,3374,632,0,49,51,32,68
5074,청두곶길,분식,79927571,11094,92,92,10190,904,0,59,41,36,64
5075,청두곶길,닭/오리요리,68837688,3005,70,70,2122,883,0,14,86,50,50
5076,청두곶길,제과제빵떡케익,6217575,933,19,81,759,174,0,33,67,44,56
5077,청두곶길,커피점/카페,111950972,10208,69,69,6973,3235,14,61,25,32,68
5078,청두곶길,유흥주점,11333722,479,80,80,383,96,0,0,100,64,36
5079,효령로23길,한식,32926900,1977,5,95,1892,85,8,82,10,70,30
5080,효령로23길,패스트푸드점,63257101,2142,0,100,2142,0,0,89,11,96,4
5081,효령로23길,닭/오리요리,138034609,6312,39,61,3825,2487,0,13,87,53,48
5082,효령로23길,제과제빵떡케익,29976456,2967,2121,72,2121,846,11,49,40,33,68
5083,효령로31길,한식,989001416,63350,12,88,54415,8935,0,61,39,60,41
5084,효령로31길,중식,202255073,9692,26,74,7212,2480,0,68,32,62,38
5085,효령로31길,일식/수산물,202536202,4535,4196,93,4196,339,0,70,30,53,47
5086,효령로31길,양식,57238422,4393,23,77,3381,1012,0,53,47,54,46
5087,효령로31길,분식,129746990,9106,9,91,8286,820,0,66,34,43,57
5088,효령로31길,닭/오리요리,24067685,1145,36,64,727,418,-1,17,84,53,47
5089,효령로31길,커피점/카페,265100244,34620,8,92,31369,3251,23,43,34,54,46
5090,효령로31길,유흥주점,48971588,1482,26,74,1161,321,0,17,83,65,35
5091,효령로34길,한식,598926045,22970,14,87,19324,3646,0,69,31,63,37
5092,효령로34길,일식/수산물,282955057,2765,2188,79,2188,577,0,51,49,59,41
5093,효령로34길,양식,146769821,1692,26,74,1255,437,0,49,51,43,57
5094,효령로34길,분식,143563060,9141,3,97,8876,265,0,80,20,60,40
5095,효령로34길,패스트푸드점,113544450,3552,39,61,2156,1396,-1,39,62,64,36
5096,효령로34길,닭/오리요리,22654450,784,20,80,621,163,0,17,83,60,40
5097,효령로34길,제과제빵떡케익,237625994,25195,19243,81,19243,5952,17,45,38,40,61
5098,효령로34길,커피점/카페,126130703,12615,32,68,8961,3654,14,45,41,51,49
5099,효령로72길,한식,251326244,3839,21,79,3172,667,0,45,55,63,37
5100,효령로72길,양식,119483598,1643,24,76,1254,389,0,45,55,45,55
5101,효령로72길,분식,123059721,10896,6,94,10299,597,15,60,25,46,54
5102,효령로72길,닭/오리요리,847763176,36259,29,71,24156,12103,0,7,93,53,47
5103,효령로72길,제과제빵떡케익,105962776,13672,11074,80,11074,2598,26,48,26,41,59
5104,효령로72길,커피점/카페,117551635,14349,6,94,13331,1018,15,78,7,45,55
5105,방배중앙로21길,한식,1046271109,31667,31,69,22946,8721,1,32,67,56,44
5106,방배중앙로21길,양식,5845339,88,27,73,62,26,0,0,100,86,15
5107,방배중앙로21길,분식,143645132,11451,44,56,6404,5047,9,50,41,46,54
5108,방배중앙로21길,닭/오리요리,60503214,3216,35,65,2105,1111,0,10,90,55,45
5109,방배중앙로21길,커피점/카페,110390374,19813,30,70,14785,5028,14,59,27,33,67
5110,방배중앙로21길,유흥주점,5125319,122,0,100,122,0,0,0,100,80,20
5111,서초중앙로8길,한식,406811974,18365,6,94,16952,1413,4,78,18,68,32
5112,서초중앙로8길,제과제빵떡케익,217526383,26844,21748,81,21748,5096,29,40,31,41,59
5113,서초중앙로8길,커피점/카페,305597607,21713,17,83,18973,2740,12,71,17,52,48
5114,강남대로118길,한식,94745320,2187,30,70,1536,651,7,15,78,63,37
5115,강남대로118길,양식,238823626,12250,24,76,9281,2969,3,53,44,45,55
5116,강남대로118길,분식,69385285,3339,46,54,1811,1528,2,39,59,27,73
5117,강남대로118길,커피점/카페,72458964,6230,29,71,4417,1813,8,29,63,51,50
5118,강남대로118길,유흥주점,308547708,3549,31,69,2558,991,27,1,72,64,36
5119,강남대로136길,한식,106120007,6438,0,100,6421,17,0,89,11,66,34
5120,강남대로136길,커피점/카페,520214998,80055,14,86,79349,706,27,67,6,51,49
5121,강남대로136길,유흥주점,41875338,116,0,100,116,0,0,5,95,73,27
5122,강남대로140길,한식,247785247,4471,19,81,3629,842,-1,55,46,53,47
5123,강남대로140길,제과제빵떡케익,110930975,8594,7371,86,7371,1223,14,48,38,32,68
5124,개포로17길,한식,256510009,11865,6,94,11051,814,0,79,21,64,36
5125,개포로17길,중식,163935811,7841,34,66,5165,2676,1,66,33,71,29
5126,개포로17길,분식,65345005,6412,15,85,5430,982,31,49,20,46,54
5127,개포로17길,패스트푸드점,499159474,34752,26,74,25635,9117,1,63,36,61,39
5128,개포로17길,닭/오리요리,24828480,1139,44,56,637,502,-1,13,88,61,39
5129,개포로17길,커피점/카페,40184687,6076,48,52,3289,2787,24,68,8,38,62
5130,개포로20길,한식,1866069107,56155,18,82,46853,9302,4,50,46,63,37
5131,개포로20길,중식,51353806,1880,11,89,1671,209,1,62,37,68,32
5132,개포로20길,양식,34145770,385,16,85,328,57,0,33,67,52,48
5133,개포로20길,분식,174441125,10141,17,83,7472,2669,0,46,54,46,54
5134,개포로20길,닭/오리요리,212655515,8474,33,68,5567,2907,0,11,89,62,38
5135,개포로20길,제과제빵떡케익,48835905,5184,4382,85,4382,802,0,60,40,27,73
5136,개포로20길,커피점/카페,222338788,27055,18,82,21935,5120,11,56,33,45,55
5137,개포로20길,유흥주점,104579474,2583,15,85,2281,302,0,11,89,79,21
5138,개포로28길,한식,1238079097,44255,22,78,33916,10339,1,59,40,63,37
5139,개포로28길,중식,157538622,4748,30,70,3340,1408,-1,62,39,61,39
5140,개포로28길,양식,15597604,857,17,83,720,137,0,34,66,30,70
5141,개포로28길,분식,6000000,515,17,83,425,90,2,34,64,53,47
5142,개포로28길,닭/오리요리,22420376,763,31,70,521,242,-1,4,97,60,40
5143,개포로28길,커피점/카페,150588539,16078,23,78,12820,3258,8,60,32,49,51
5144,개포로82길,한식,630969510,24747,28,72,17858,6889,0,50,50,63,37
5145,개포로82길,중식,71322180,5108,34,67,3408,1700,2,57,41,63,37
5146,개포로82길,일식/수산물,53964690,2398,1721,77,1721,677,-1,40,61,58,42
5147,개포로82길,분식,1011649618,119293,26,74,80901,38392,5,51,44,51,49
5148,개포로82길,패스트푸드점,30293392,1784,44,56,999,785,0,43,57,47,53
5149,개포로82길,닭/오리요리,117675766,5476,37,63,3464,2012,-1,12,89,56,44
5150,개포로82길,제과제빵떡케익,542715555,71153,48084,68,48084,23069,15,36,49,40,60
5151,개포로82길,커피점/카페,204518104,31865,35,65,20553,11312,12,53,35,41,59
5152,개포로82길,유흥주점,345230081,10783,28,72,7377,3406,0,5,95,66,34
5153,남부순환로365길,한식,259664172,9046,14,86,7740,1306,0,60,40,68,32
5154,남부순환로365길,분식,169553331,22108,17,83,18306,3802,1,57,42,42,58
5155,남부순환로365길,패스트푸드점,26572243,1264,40,60,748,516,0,42,58,60,41
5156,남부순환로365길,제과제빵떡케익,51007544,9219,7228,79,7228,1991,33,42,25,51,49
5157,남부순환로365길,커피점/카페,188070813,30672,19,81,22948,7724,9,75,16,50,50
5158,논현로106길,한식,1730146315,33473,11,89,29212,4261,0,61,39,59,41
5159,논현로106길,일식/수산물,140279795,433,433,100,433,0,0,22,78,32,68
5160,논현로106길,분식,216241031,9944,27,73,7237,2707,0,32,68,38,62
5161,논현로106길,패스트푸드점,268070692,9755,35,65,6394,3361,14,16,70,68,32
5162,논현로106길,제과제빵떡케익,231465269,7432,6591,89,6591,841,25,47,28,42,58
5163,논현로106길,커피점/카페,73351207,9665,11,89,8379,1286,14,55,31,59,41
5164,논현로10길,한식,142476672,6202,16,84,5536,666,2,75,23,68,32
5165,논현로10길,양식,18415788,1662,28,73,1210,452,2,53,45,35,66
5166,논현로10길,분식,67572027,2108,8,92,1933,175,1,61,38,48,52
5167,논현로10길,닭/오리요리,50875575,1659,26,74,1219,440,-1,3,98,48,52
5168,논현로10길,제과제빵떡케익,15693889,2136,1914,90,1914,222,-1,56,45,36,65
5169,논현로10길,커피점/카페,365182529,41922,24,76,29519,12403,12,56,32,40,60
5170,논현로10길,유흥주점,143312889,3304,27,73,2448,856,1,1,98,69,31
5171,논현로115길,한식,943132570,40900,11,89,36767,4133,5,54,41,61,39
5172,논현로115길,중식,326689530,16452,24,76,12506,3946,6,55,39,63,37
5173,논현로115길,일식/수산물,108911538,6505,6225,96,6225,280,0,79,21,49,51
5174,논현로115길,양식,29460372,2075,4,96,2040,35,9,62,29,49,51
5175,논현로115길,분식,559471579,43472,15,85,35590,7882,6,61,33,61,39
5176,논현로115길,패스트푸드점,611608918,24660,28,73,17910,6750,14,32,54,58,42
5177,논현로115길,커피점/카페,202138769,25118,13,87,22366,2752,12,67,21,44,56
5178,논현로115길,유흥주점,109154642,2227,24,76,1718,509,2,13,85,63,37
5179,논현로123길,한식,440779653,8177,20,81,7114,1063,3,58,39,70,30
5180,논현로123길,커피점/카페,51364592,5596,27,73,4104,1492,9,43,48,63,37
5181,논현로123길,유흥주점,18000000,225,30,71,157,68,0,0,100,62,38
5182,논현로139길,한식,399377351,15626,5,95,14812,814,1,70,29,54,46
5183,논현로139길,일식/수산물,155154851,4044,3941,98,3941,103,-1,81,20,44,56
5184,논현로139길,양식,67195603,4264,10,90,3856,408,0,61,39,27,74
5185,논현로139길,커피점/카페,252861484,40061,13,87,38218,1843,20,67,13,51,49
5186,논현로139길,유흥주점,80451340,1395,8,92,1281,114,1,0,99,53,47
5187,논현로159길,양식,194951229,3824,44,56,2151,1673,-1,41,60,46,54
5188,논현로159길,제과제빵떡케익,100136300,11229,7818,69,7818,3411,3,62,35,29,71
5189,논현로159길,커피점/카페,202365593,11436,45,55,7466,3970,1,67,32,45,55
5190,논현로159길,유흥주점,92091677,1057,45,55,579,478,-1,4,97,40,60
5191,논현로26길,한식,1154405190,42176,16,85,33821,8355,0,65,35,61,39
5192,논현로26길,중식,78026040,5124,2,98,5001,123,-1,73,28,77,23
5193,논현로26길,일식/수산물,1207931428,25773,17798,79,17798,7975,3,54,43,60,40
5194,논현로26길,양식,955973067,14530,26,74,9422,5108,4,34,62,44,56
5195,논현로26길,커피점/카페,2299486327,196579,37,64,129703,66876,9,60,31,41,60
5196,논현로26길,유흥주점,102000000,4521,3,97,4387,134,1,74,25,79,21
5197,논현로28길,한식,1149791839,47530,21,79,35699,11831,4,41,55,65,35
5198,논현로28길,중식,538025132,14738,10,90,13008,1730,0,73,27,65,35
5199,논현로28길,일식/수산물,224306693,2939,2549,85,2549,390,0,62,38,56,44
5200,논현로28길,양식,531945481,21032,22,78,16418,4614,0,72,28,46,54
5201,논현로28길,분식,319063781,23049,12,88,21069,1980,8,52,40,58,42
5202,논현로28길,패스트푸드점,63557677,3492,28,72,2511,981,10,39,51,53,47
5203,논현로28길,제과제빵떡케익,467789956,57591,44138,77,44138,13453,31,34,35,44,56
5204,논현로28길,커피점/카페,128419870,13017,19,81,9844,3173,19,69,12,41,59
5205,논현로28길,유흥주점,20745070,74,42,58,43,31,0,0,100,100,0
5206,논현로63길,한식,561006958,28384,10,91,25346,3038,0,67,33,71,29
5207,논현로63길,중식,70871797,4087,15,85,3478,609,0,71,29,69,31
5208,논현로63길,양식,472710889,38887,3,97,37620,1267,20,64,16,53,47
5209,논현로63길,분식,107841081,9082,14,86,8966,116,5,29,66,62,38
5210,논현로63길,닭/오리요리,123850674,5069,31,69,3521,1548,0,5,95,64,37
5211,논현로63길,제과제빵떡케익,489643925,60798,46093,76,46093,14705,24,38,38,39,61
5212,논현로63길,커피점/카페,29083151,2547,8,92,2371,176,5,59,36,56,44
5213,논현로63길,유흥주점,37265412,1079,26,74,793,286,1,0,99,74,26
5214,논현로8길,한식,648101881,33305,9,91,30470,2835,2,76,22,68,32
5215,논현로8길,양식,3261642,75,25,75,59,16,0,65,35,53,47
5216,논현로8길,분식,72082880,7404,13,88,6472,932,3,57,40,52,48
5217,논현로8길,패스트푸드점,35917841,2466,37,63,1555,911,1,23,76,54,47
5218,논현로8길,닭/오리요리,33996277,1467,42,58,877,590,0,16,84,66,34
5219,논현로8길,커피점/카페,59175265,8774,23,77,6891,1883,4,78,18,49,52
5220,도곡로37길,한식,2498878012,108686,11,89,97403,11283,0,68,32,61,40
5221,도곡로37길,중식,350349335,20103,16,84,15928,4175,3,67,30,67,33
5222,도곡로37길,일식/수산물,202931838,8854,8438,95,8438,416,0,77,23,46,54
5223,도곡로37길,양식,404214900,4680,28,73,3656,1024,0,17,83,84,17
5224,도곡로37길,분식,289251925,26972,16,84,23007,3965,5,79,16,52,48
5225,도곡로37길,닭/오리요리,207055457,7296,34,66,4817,2479,-1,5,96,57,43
5226,도곡로37길,제과제빵떡케익,141071802,14431,10125,69,10125,4306,21,43,36,40,60
5227,도곡로37길,커피점/카페,433017715,57007,20,80,48059,8948,19,59,22,52,48
5228,도곡로37길,유흥주점,347798241,9968,10,90,8986,982,1,20,79,55,45
5229,도산대로15길,한식,48163821,1501,25,75,1130,371,-1,29,72,32,68
5230,도산대로15길,양식,496412330,15147,39,62,11046,4101,0,35,65,35,65
5231,도산대로15길,분식,46515090,1179,33,67,783,396,-1,40,61,39,61
5232,도산대로15길,제과제빵떡케익,264189799,19380,11309,58,11309,8071,1,51,48,30,70
5233,도산대로15길,커피점/카페,564229283,52800,34,66,34632,18168,1,56,43,37,63
5234,도산대로15길,유흥주점,492666818,14556,36,64,8688,5868,0,5,95,52,48
5235,도산대로23길,한식,322735483,9587,24,76,8776,811,0,45,55,67,33
5236,도산대로23길,일식/수산물,256156533,3099,2679,82,2679,420,1,38,61,54,46
5237,도산대로23길,양식,32719312,334,20,80,259,75,0,0,100,60,40
5238,도산대로23길,분식,168570650,12590,7,93,11749,841,1,79,20,63,37
5239,도산대로23길,커피점/카페,39212297,5013,18,82,4211,802,15,67,18,47,53
5240,도산대로30길,한식,1618192462,53780,11,89,47657,6123,0,60,40,54,46
5241,도산대로30길,중식,359507546,13305,15,85,11334,1971,0,74,26,61,39
5242,도산대로30길,일식/수산물,227539483,9981,9708,90,9708,273,0,39,61,56,45
5243,도산대로30길,양식,238598484,6877,18,82,6594,283,0,45,55,56,44
5244,도산대로30길,분식,56563434,4835,7,93,4668,167,9,75,16,61,39
5245,도산대로30길,패스트푸드점,101876717,6312,11,89,6022,290,4,37,59,51,49
5246,도산대로30길,제과제빵떡케익,308098794,16003,14391,90,14391,1612,12,55,33,26,74
5247,도산대로30길,커피점/카페,136997677,25272,8,92,24174,1098,16,73,11,39,61
5248,도산대로30길,유흥주점,47024184,616,20,80,491,125,0,0,100,38,62
5249,도산대로38길,한식,1191296794,22361,7,93,19821,2540,0,58,42,70,30
5250,도산대로38길,분식,23967949,25,0,100,25,0,23,50,27,50,50
5251,도산대로38길,커피점/카페,122252008,16221,3,98,15732,489,13,79,8,42,58
5252,도산대로38길,유흥주점,40674267,1396,3,97,1349,47,0,53,47,69,31
5253,도산대로50길,한식,158588303,2813,18,82,2348,465,0,1,99,51,49
5254,도산대로50길,중식,294614005,5306,30,70,3751,1555,-1,53,48,57,43
5255,도산대로50길,분식,37271725,1905,10,90,1679,226,12,78,10,57,43
5256,도산대로50길,커피점/카페,14039916,1683,5,96,1606,77,16,69,15,51,49
5257,도산대로81길,한식,200396378,371,11,89,327,44,-1,7,94,73,27
